class	subclass	subsubclass	serialid	sample1	sample2	sample3	sample4	sample5
4	2	1	20	196.0	146.0	294.0	221.0	302.0
4	2	1	22	58.0	54.0	114.0	102.0	2.0
4	2	1	24	63.0	52.0	88.0	92.0	50.0
4	2	1	25	9.0	11.0	15.0	2.0	0
4	2	1	28	4.0	2.0	3.0	0	6.0
4	2	1	3	263.0	286.0	459.0	324.0	219.0
4	2	1	30	1.0	1.0	10.0	1.0	6.0
4	2	1	32	7.0	10.0	20.0	10.0	1.0
4	2	1	33	1.0	0	0	0	2.0
4	2	1	-	188.0	170.0	251.0	240.0	230.0
4	2	1	36	4.0	1.0	0	3.0	0
4	2	1	-	1.0	17.0	17.0	5.0	54.0
4	2	1	40	6.0	15.0	12.0	14.0	3.0
4	2	1	41	1.0	1.0	0	4.0	0
4	2	1	42	2.0	4.0	3.0	1.0	0
4	2	1	43	4.0	4.0	3.0	2.0	0
4	2	1	44	23.0	21.0	22.0	21.0	1.0
4	2	1	45	20.0	15.0	32.0	31.0	81.0
4	2	1	46	141.0	125.0	231.0	152.0	225.0
4	2	1	47	147.0	127.0	223.0	178.0	202.0
4	2	1	49	47.0	23.0	57.0	65.0	65.0
4	2	1	5	1.0	1.0	1.0	0	0
4	2	1	51	9.0	15.0	25.0	19.0	34.0
4	2	1	-	4.0	2.0	0	0	0
4	2	1	53	1.0	4.0	8.0	8.0	2.0
4	2	1	55	2.0	3.0	2.0	4.0	1.0
4	2	1	59	14.0	30.0	55.0	40.0	49.0
-	-	-	-	10.0	3.0	2.0	7.0	2.0
4	2	1	6	34.0	61.0	42.0	66.0	37.0
4	2	1	68	8.0	14.0	11.0	8.0	1.0
4	2	1	7	28.0	31.0	77.0	57.0	29.0
4	2	1	70	7.0	1.0	12.0	9.0	7.0
4	2	1	75	17.0	23.0	13.0	39.0	103.0
4	2	1	79	35.0	21.0	46.0	35.0	3.0
4	2	1	8	37.0	61.0	97.0	88.0	111.0
4	2	1	80	1.0	0	3.0	3.0	1.0
4	2	1	-	1.0	3.0	0	0	2.0
4	2	1	81	6.0	2.0	8.0	1.0	3.0
4	2	1	82	14.0	14.0	21.0	17.0	2.0
4	2	1	83	29.0	14.0	39.0	12.0	0
4	2	1	84	22.0	21.0	56.0	27.0	0
4	2	1	9	97.0	91.0	140.0	143.0	133.0
4	2	1	90	4.0	2.0	8.0	8.0	0
4	2	1	93	1.0	1.0	2.0	0	0
4	2	1	94	1.0	0	70.0	0	0
4	2	1	96	69.0	60.0	102.0	93.0	26.0
4	2	2	-	114.0	121.0	179.0	186.0	259.0
4	2	2	2	1.0	8.0	11.0	3.0	17.0
4	2	2	23	5.0	12.0	8.0	14.0	83.0
4	2	2	3	1.0	0	0	0	12.0
4	2	2	6	12.0	7.0	6.0	32.0	50.0
4	2	3	1	86.0	68.0	106.0	157.0	101.0
4	-	-	-	65.0	46.0	47.0	92.0	37.0
4	2	3	3	14.0	3.0	8.0	13.0	39.0
4	2	3	4	22.0	29.0	29.0	34.0	37.0
4	2	3	5	75.0	70.0	103.0	86.0	89.0
4	2	99	-	153.0	78.0	146.0	135.0	2.0
4	2	99	18	21.0	29.0	35.0	55.0	52.0
4	2	99	20	1.0	2.0	2.0	0	0
4	2	99	21	1.0	4.0	0	0	4.0
4	3	1	1	19.0	13.0	39.0	25.0	52.0
4	3	1	12	7.0	6.0	6.0	10.0	2.0
4	3	1	14	3.0	2.0	3.0	0	8.0
4	3	1	16	8.0	3.0	4.0	4.0	2.0
4	3	1	17	5.0	26.0	22.0	12.0	0
4	3	1	19	44.0	37.0	67.0	64.0	46.0
4	3	1	2	2.0	2.0	0	3.0	0
4	3	1	3	18.0	29.0	26.0	39.0	82.0
4	3	1	7	7.0	7.0	9.0	5.0	6.0
4	3	2	1	50.0	75.0	89.0	96.0	119.0
4	3	2	2	77.0	86.0	118.0	105.0	204.0
4	3	2	3	6.0	4.0	21.0	3.0	0
4	3	2	5	6.0	2.0	10.0	8.0	0
4	3	3	6	115.0	100.0	126.0	120.0	92.0
4	3	3	7	130.0	121.0	167.0	157.0	198.0
4	3	99	3	28.0	28.0	11.0	42.0	34.0
4	3	99	4	5.0	2.0	1.0	1.0	1.0
4	4	1	1	28.0	29.0	50.0	38.0	22.0
4	4	1	11	5.0	10.0	11.0	22.0	48.0
4	4	1	15	2.0	5.0	4.0	6.0	1.0
4	4	1	19	13.0	16.0	10.0	22.0	35.0
4	4	1	-	3.0	3.0	3.0	1.0	0
4	4	1	22	17.0	11.0	33.0	22.0	0
4	4	1	23	6.0	9.0	7.0	2.0	0
4	4	1	24	25.0	14.0	52.0	33.0	6.0
4	4	1	5	45.0	18.0	73.0	42.0	54.0
4	4	1	8	19.0	32.0	44.0	42.0	66.0
4	6	1	-	5.0	9.0	4.0	2.0	3.0
4	6	1	1	106.0	119.0	127.0	157.0	48.0
4	6	1	12	9.0	19.0	15.0	25.0	57.0
4	6	1	13	2.0	0	4.0	0	0
4	6	1	17	34.0	29.0	50.0	37.0	11.0
4	99	1	12	21.0	16.0	17.0	46.0	19.0
4	99	1	-	28.0	40.0	30.0	26.0	20.0
4	99	1	4	2.0	0	1.0	0	0
5	-	-	-	1.0	0	7.0	6.0	9.0
5	1	1	1	27.0	36.0	27.0	63.0	108.0
5	1	1	13	2.0	11.0	8.0	9.0	16.0
5	1	1	17	2.0	4.0	5.0	6.0	1.0
5	1	1	20	11.0	11.0	17.0	41.0	62.0
5	1	1	3	23.0	24.0	29.0	24.0	30.0
5	1	1	4	7.0	1.0	11.0	7.0	9.0
5	1	1	7	22.0	26.0	28.0	42.0	68.0
5	1	1	8	3.0	2.0	2.0	2.0	2.0
5	1	2	2	2.0	1.0	1.0	1.0	0
5	1	2	7	6.0	11.0	17.0	24.0	119.0
5	1	3	1	53.0	38.0	64.0	50.0	110.0
5	1	3	10	20.0	16.0	22.0	45.0	34.0
5	1	3	11	5.0	1.0	8.0	24.0	46.0
5	1	3	13	45.0	35.0	44.0	72.0	82.0
5	1	3	14	55.0	58.0	106.0	64.0	145.0
5	1	3	15	5.0	5.0	6.0	12.0	21.0
5	1	3	2	182.0	172.0	275.0	292.0	261.0
5	1	3	20	15.0	7.0	24.0	35.0	27.0
5	1	3	22	16.0	9.0	15.0	20.0	23.0
5	1	3	23	7.0	9.0	12.0	7.0	10.0
5	1	3	25	11.0	7.0	37.0	16.0	19.0
5	1	3	26	3.0	2.0	1.0	15.0	39.0
5	1	3	29	1.0	6.0	7.0	4.0	19.0
5	1	3	3	51.0	67.0	110.0	87.0	153.0
5	1	3	-	5.0	10.0	10.0	13.0	11.0
5	1	3	32	8.0	6.0	17.0	16.0	72.0
5	1	3	33	2.0	6.0	4.0	2.0	0
5	1	3	37	1.0	2.0	6.0	0	0
5	1	3	4	13.0	8.0	11.0	16.0	66.0
5	1	3	5	7.0	3.0	3.0	3.0	2.0
5	1	3	6	16.0	17.0	28.0	19.0	18.0
5	1	3	7	6.0	19.0	25.0	16.0	14.0
5	1	3	8	4.0	1.0	1.0	3.0	14.0
5	1	3	9	1.0	0	0	1.0	3.0
5	1	99	1	72.0	53.0	67.0	55.0	24.0
5	1	99	3	2.0	6.0	3.0	1.0	0
5	1	99	4	1.0	8.0	15.0	10.0	1.0
5	1	99	6	17.0	19.0	27.0	41.0	63.0
5	2	1	1	8.0	3.0	10.0	7.0	3.0
5	2	1	13	1.0	2.0	0	0	1.0
5	2	1	4	1.0	3.0	8.0	0	0
5	2	1	8	609.0	559.0	1206.0	957.0	1093.0
5	3	1	1	44.0	67.0	114.0	153.0	212.0
5	3	1	12	9.0	12.0	29.0	27.0	72.0
5	3	1	13	14.0	41.0	47.0	59.0	35.0
5	3	1	14	1.0	9.0	7.0	36.0	103.0
5	3	1	-	14.0	15.0	30.0	22.0	18.0
5	3	1	15	3.0	5.0	1.0	3.0	33.0
5	3	1	16	17.0	15.0	46.0	26.0	21.0
5	3	1	22	61.0	49.0	67.0	91.0	112.0
5	3	1	23	19.0	33.0	26.0	59.0	56.0
5	3	1	24	10.0	17.0	41.0	21.0	17.0
5	3	1	-	4.0	8.0	10.0	24.0	116.0
5	3	1	27	1.0	4.0	15.0	0	1.0
5	3	1	28	40.0	36.0	47.0	66.0	94.0
5	3	1	30	7.0	5.0	14.0	8.0	3.0
5	3	1	4	13.0	21.0	44.0	52.0	231.0
5	3	1	5	39.0	49.0	67.0	71.0	241.0
5	3	1	6	65.0	72.0	86.0	100.0	121.0
5	3	1	8	6.0	4.0	27.0	36.0	52.0
5	3	1	9	49.0	49.0	122.0	107.0	156.0
5	3	1	-	7.0	5.0	9.0	9.0	9.0
5	3	2	5	2.0	2.0	0	2.0	0
5	3	2	6	18.0	16.0	11.0	10.0	18.0
5	3	3	1	1.0	2.0	2.0	2.0	0
5	3	3	17	8.0	11.0	7.0	8.0	2.0
5	3	3	18	29.0	48.0	38.0	31.0	6.0
5	3	3	2	7.0	6.0	21.0	9.0	25.0
5	3	3	6	2.0	0	0	0	2.0
5	3	3	7	35.0	10.0	19.0	12.0	0
5	3	4	1	43.0	26.0	195.0	32.0	67.0
5	3	99	11	1.0	0	0	2.0	0
-	-	-	-	8.0	2.0	15.0	7.0	0
5	4	1	4	1.0	0	0	0	1.0
5	4	2	10	38.0	50.0	68.0	70.0	41.0
5	4	2	11	9.0	17.0	35.0	43.0	76.0
5	4	2	12	57.0	60.0	126.0	117.0	223.0
5	4	2	2	26.0	28.0	81.0	48.0	152.0
5	4	2	3	1.0	0	1.0	1.0	0
5	4	2	6	1.0	5.0	1.0	17.0	14.0
5	4	2	7	14.0	16.0	29.0	28.0	12.0
5	4	2	8	39.0	55.0	63.0	82.0	90.0
5	4	2	-	25.0	17.0	34.0	44.0	6.0
5	4	2	9	2.0	0	5.0	2.0	18.0
5	4	3	-	2.0	0	0	0	0
5	4	3	2	57.0	73.0	96.0	96.0	109.0
5	4	3	3	2.0	1.0	1.0	2.0	9.0
5	4	3	8	76.0	116.0	153.0	140.0	95.0
5	4	4	2	1.0	2.0	1.0	7.0	34.0
5	4	4	3	2.0	2.0	4.0	0	0
5	4	99	-	1.0	5.0	95.0	13.0	12.0
5	4	99	1	2.0	0	3.0	2.0	3.0
5	4	99	12	42.0	47.0	60.0	60.0	129.0
5	4	99	13	31.0	57.0	50.0	58.0	39.0
5	4	99	15	4.0	5.0	11.0	24.0	10.0
-	-	-	-	42.0	25.0	35.0	26.0	14.0
-	-	-	-	59.0	33.0	55.0	71.0	25.0
5	4	99	18	17.0	17.0	25.0	27.0	42.0
5	4	99	2	160.0	183.0	230.0	323.0	233.0
5	4	99	20	2.0	6.0	12.0	1.0	8.0
5	4	99	22	32.0	45.0	50.0	51.0	148.0
5	4	99	23	26.0	34.0	56.0	92.0	144.0
5	4	99	24	4.0	7.0	7.0	7.0	12.0
5	4	99	25	22.0	22.0	58.0	52.0	186.0
5	4	99	27	1.0	1.0	6.0	6.0	0
5	4	99	-	2.0	1.0	3.0	3.0	12.0
5	4	99	5	12.0	8.0	26.0	21.0	53.0
-	-	-	-	1.0	0	0	1.0	0
-	-	-	-	14.0	18.0	25.0	22.0	15.0
5	4	99	-	1.0	0	0	0	1.0
5	4	99	62	3.0	1.0	5.0	3.0	14.0
5	4	99	63	6.0	14.0	5.0	15.0	0
5	4	99	64	7.0	1.0	15.0	4.0	4.0
5	4	99	9	9.0	12.0	0	13.0	3.0
5	5	1	1	6.0	7.0	2.0	5.0	0
5	5	1	2	8.0	4.0	9.0	5.0	7.0
5	5	1	27	13.0	2.0	8.0	10.0	4.0
5	5	1	4	131.0	168.0	213.0	200.0	103.0
5	99	1	-	68.0	62.0	118.0	99.0	194.0
5	99	1	2	386.0	339.0	602.0	566.0	464.0
5	99	1	3	572.0	778.0	967.0	1155.0	1130.0
6	1	1	-	1.0	5.0	6.0	2.0	26.0
6	1	1	1	87.0	70.0	115.0	101.0	158.0
6	1	1	10	103.0	105.0	192.0	164.0	271.0
6	1	1	11	84.0	93.0	173.0	119.0	189.0
6	1	1	12	108.0	112.0	143.0	177.0	196.0
6	1	1	14	141.0	136.0	272.0	233.0	309.0
6	1	1	15	140.0	104.0	180.0	194.0	246.0
6	1	1	16	74.0	87.0	134.0	134.0	154.0
6	1	1	17	67.0	71.0	133.0	125.0	150.0
6	1	1	18	77.0	85.0	131.0	118.0	226.0
6	1	1	19	48.0	81.0	146.0	133.0	165.0
6	1	1	2	96.0	92.0	155.0	102.0	188.0
6	1	1	20	120.0	134.0	236.0	182.0	344.0
6	1	1	21	40.0	82.0	77.0	78.0	104.0
6	1	1	22	55.0	57.0	118.0	112.0	143.0
6	1	1	24	7.0	7.0	15.0	4.0	25.0
6	1	1	3	274.0	291.0	496.0	353.0	492.0
6	1	1	4	116.0	122.0	234.0	196.0	365.0
6	1	1	5	138.0	144.0	221.0	245.0	293.0
6	1	1	6	59.0	80.0	145.0	139.0	239.0
6	1	1	7	157.0	136.0	221.0	199.0	160.0
6	1	1	9	138.0	123.0	224.0	150.0	210.0
6	1	3	1	4.0	2.0	0	1.0	0
6	2	1	-	138.0	124.0	178.0	152.0	95.0
6	2	1	1	368.0	327.0	543.0	429.0	276.0
6	2	1	13	20.0	18.0	11.0	19.0	62.0
6	2	1	16	19.0	14.0	13.0	24.0	8.0
6	2	1	17	20.0	35.0	47.0	26.0	26.0
6	2	1	18	9.0	3.0	4.0	1.0	0
6	2	1	2	2.0	0	0	4.0	0
6	2	1	25	8.0	11.0	22.0	8.0	2.0
6	2	1	26	3.0	3.0	4.0	2.0	1.0
6	2	1	-	4.0	2.0	1.0	2.0	0
6	2	1	3	183.0	272.0	393.0	450.0	521.0
6	2	1	30	39.0	156.0	48.0	59.0	161.0
6	2	1	31	2.0	1.0	1.0	2.0	0
6	2	1	32	19.0	14.0	14.0	8.0	14.0
6	2	1	34	3.0	0	1.0	5.0	9.0
6	2	1	41	3.0	2.0	3.0	4.0	0
6	2	1	42	4.0	14.0	7.0	5.0	0
6	2	1	44	22.0	22.0	29.0	15.0	13.0
6	2	1	45	20.0	20.0	178.0	17.0	14.0
6	2	1	48	16.0	5.0	18.0	19.0	7.0
6	2	1	-	6.0	6.0	19.0	4.0	10.0
6	2	1	5	182.0	202.0	450.0	397.0	231.0
6	2	1	7	1.0	2.0	5.0	2.0	6.0
6	2	1	8	4.0	1.0	5.0	0	0
6	2	1	9	13.0	8.0	8.0	7.0	3.0
6	3	1	1	5.0	12.0	4.0	31.0	30.0
6	3	1	13	1.0	1.0	4.0	0	11.0
6	3	1	14	4.0	0	2.0	0	2.0
6	3	1	19	23.0	20.0	23.0	32.0	0
6	3	1	2	1027.0	433.0	998.0	838.0	522.0
6	3	1	20	9.0	2.0	12.0	1.0	27.0
6	3	1	5	17.0	13.0	26.0	21.0	35.0
6	3	2	-	1.0	4.0	4.0	14.0	20.0
6	3	2	1	28.0	21.0	49.0	48.0	64.0
6	3	2	10	25.0	48.0	50.0	79.0	67.0
6	3	2	-	20.0	21.0	21.0	27.0	35.0
6	3	2	13	31.0	40.0	74.0	62.0	126.0
6	3	2	-	1.0	1.0	0	1.0	0
-	-	-	-	4.0	3.0	1.0	8.0	0
6	3	2	17	3.0	0	2.0	1.0	0
6	3	2	2	14.0	30.0	35.0	27.0	88.0
6	3	2	26	2.0	0	0	0	0
6	3	2	-	21.0	43.0	51.0	26.0	62.0
6	3	-	-	32.0	33.0	33.0	55.0	1.0
6	3	2	3	9.0	6.0	9.0	9.0	21.0
6	3	2	-	8.0	4.0	10.0	4.0	11.0
6	3	2	4	84.0	71.0	132.0	142.0	186.0
6	3	2	43	3.0	2.0	6.0	2.0	4.0
6	3	2	45	23.0	17.0	16.0	20.0	25.0
6	3	2	6	85.0	87.0	144.0	137.0	115.0
6	3	2	8	43.0	48.0	63.0	65.0	110.0
6	3	2	9	27.0	50.0	74.0	97.0	90.0
6	3	3	1	52.0	34.0	89.0	79.0	79.0
6	3	3	2	4.0	4.0	3.0	6.0	11.0
6	3	3	3	7.0	4.0	7.0	10.0	6.0
6	3	4	12	6.0	5.0	2.0	5.0	0
6	3	4	13	38.0	44.0	37.0	57.0	89.0
6	3	-	-	4.0	1.0	1.0	0	1.0
6	3	4	15	10.0	3.0	34.0	21.0	27.0
6	3	4	18	2.0	7.0	15.0	18.0	1.0
6	3	4	19	30.0	31.0	35.0	53.0	28.0
-	-	-	-	1.0	0	1.0	0	0
6	3	4	2	247.0	224.0	364.0	299.0	334.0
6	3	4	20	13.0	21.0	22.0	34.0	26.0
6	3	4	21	31.0	36.0	42.0	15.0	40.0
6	3	4	23	2.0	0	2.0	3.0	9.0
6	3	4	24	3.0	1.0	0	0	0
6	3	4	3	45.0	53.0	79.0	63.0	83.0
6	3	4	4	100.0	104.0	167.0	196.0	285.0
6	3	4	5	49.0	61.0	137.0	71.0	172.0
6	3	4	6	4.0	0	2.0	4.0	5.0
6	3	5	1	29.0	38.0	88.0	61.0	127.0
6	3	5	10	1.0	4.0	2.0	1.0	3.0
6	3	5	2	123.0	110.0	159.0	155.0	138.0
6	3	5	3	142.0	138.0	204.0	251.0	276.0
6	3	5	4	257.0	209.0	321.0	323.0	304.0
6	3	5	5	213.0	196.0	394.0	275.0	279.0
-	-	-	-	7.0	0	8.0	7.0	4.0
-	-	-	-	1.0	1.0	0	2.0	0
6	3	5	-	175.0	173.0	280.0	270.0	185.0
6	3	5	7	2.0	4.0	6.0	13.0	42.0
6	3	5	-	2.0	2.0	0	23.0	14.0
6	4	1	1	30.0	26.0	61.0	49.0	142.0
-	-	-	-	101.0	132.0	158.0	142.0	99.0
6	-	-	-	84.0	91.0	171.0	108.0	84.0
-	-	-	-	1.0	1.0	48.0	0	0
6	4	1	-	2.0	0	1.0	0	0
-	-	-	-	9.0	0	6.0	0	5.0
6	-	-	-	7.0	10.0	20.0	10.0	0
6	4	1	3	2.0	9.0	22.0	14.0	30.0
-	-	-	-	40.0	34.0	89.0	81.0	114.0
6	4	1	4	43.0	48.0	86.0	41.0	38.0
6	4	1	6	3.0	341.0	26.0	8.0	181.0
6	4	1	8	1.0	1.0	3.0	0	4.0
6	5	1	1	70.0	80.0	79.0	60.0	11.0
6	5	1	-	20.0	8.0	49.0	24.0	13.0
6	5	1	2	58.0	55.0	95.0	72.0	117.0
6	5	1	4	1.0	0	5.0	1.0	1.0
6	5	1	8	21.0	32.0	45.0	80.0	29.0
6	6	1	1	132.0	138.0	157.0	169.0	42.0
6	6	1	2	27.0	15.0	45.0	17.0	0
1	1	1	135	0	5.0	0	0	2.0
1	1	1	140	0	3.0	1.0	5.0	13.0
1	1	1	163	0	3.0	0	0	0
1	1	1	17	0	1.0	2.0	5.0	7.0
1	1	1	170	0	1.0	0	0	0
1	1	1	21	0	1.0	0	2.0	0
1	1	1	252	0	1.0	34.0	0	0
1	1	1	264	0	1.0	3.0	2.0	0
1	1	1	276	0	1.0	0	0	1.0
1	1	1	29	0	3.0	7.0	6.0	20.0
1	1	1	292	0	1.0	0	0	0
1	1	1	307	0	1.0	8.0	2.0	11.0
1	1	1	320	0	1.0	1.0	0	0
1	1	1	333	0	2.0	0	0	0
1	1	1	337	0	4.0	0	0	1.0
1	1	1	339	0	1.0	1.0	1.0	0
1	1	1	350	0	1.0	1.0	0	0
-	-	-	-	0	2.0	9.0	2.0	0
1	1	1	367	0	6.0	4.0	16.0	46.0
1	1	1	372	0	1.0	2.0	0	0
1	1	1	-	0	3.0	0	1.0	0
1	1	1	380	0	1.0	0	1.0	0
1	1	1	404	0	2.0	1.0	0	0
1	1	1	-	0	3.0	2.0	6.0	1.0
1	1	1	6	0	1.0	0	6.0	10.0
1	1	1	90	0	1.0	0	1.0	0
1	1	3	13	0	2.0	9.0	0	0
1	1	3	41	0	1.0	5.0	5.0	0
1	1	5	11	0	1.0	0	1.0	0
1	1	5	4	0	3.0	1.0	3.0	19.0
1	1	5	5	0	3.0	0	3.0	0
1	1	99	2	0	2.0	1.0	5.0	0
1	11	1	-	0	2.0	0	1.0	2.0
1	12	7	2	0	2.0	0	0	2.0
1	-	-	-	0	3.0	2.0	17.0	49.0
1	-	-	-	0	3.0	3.0	1.0	21.0
1	13	11	1	0	2.0	2.0	5.0	1.0
1	13	11	20	0	1.0	5.0	4.0	0
1	13	11	25	0	1.0	1.0	0	0
1	13	11	33	0	3.0	13.0	4.0	0
1	13	11	50	0	1.0	0	0	0
1	13	11	79	0	3.0	1.0	0	0
1	14	11	27	0	2.0	2.0	0	0
1	14	11	47	0	4.0	8.0	5.0	7.0
1	14	13	1	0	8.0	9.0	2.0	7.0
1	14	13	114	0	1.0	0	1.0	0
1	14	13	160	0	2.0	2.0	1.0	0
1	14	13	218	0	4.0	5.0	2.0	0
1	14	13	221	0	2.0	3.0	0	0
1	14	13	226	0	4.0	0	3.0	0
1	14	13	239	0	3.0	0	1.0	0
1	14	13	25	0	2.0	3.0	2.0	0
1	14	13	9	0	4.0	1.0	4.0	0
1	14	14	-	0	1.0	1.0	0	0
1	14	14	17	0	1.0	5.0	1.0	0
1	14	14	28	0	2.0	2.0	0	0
1	14	15	23	0	2.0	0	0	0
1	14	18	9	0	1.0	6.0	0	0
1	14	19	18	0	2.0	2.0	0	0
1	14	19	-	0	4.0	15.0	2.0	0
1	14	19	-	0	2.0	2.0	1.0	0
1	14	99	15	0	1.0	3.0	0	0
1	15	1	2	0	9.0	5.0	9.0	343.0
1	17	1	11	0	3.0	0	1.0	1.0
1	17	2	2	0	1.0	0	0	0
1	18	1	7	0	1.0	3.0	0	0
1	2	-	-	0	5.0	1.0	2.0	0
1	2	1	-	0	3.0	1.0	0	4.0
1	2	1	-	0	3.0	1.0	0	0
1	2	1	-	0	4.0	2.0	0	0
1	2	1	60	0	4.0	3.0	4.0	0
1	2	1	76	0	3.0	2.0	3.0	8.0
1	2	1	77	0	4.0	0	4.0	0
1	2	1	80	0	1.0	0	0	0
1	2	1	87	0	3.0	1.0	11.0	12.0
1	2	1	95	0	1.0	1.0	0	0
1	2	3	15	0	2.0	3.0	1.0	0
1	2	99	7	0	5.0	4.0	4.0	16.0
1	21	4	3	0	2.0	0	0	0
1	3	-	-	0	6.0	2.0	11.0	8.0
1	3	1	104	0	1.0	9.0	4.0	0
1	3	1	21	0	3.0	9.0	2.0	1.0
1	3	1	31	0	2.0	2.0	1.0	4.0
1	3	1	38	0	2.0	4.0	2.0	0
1	3	1	62	0	1.0	0	0	0
1	3	1	70	0	1.0	1.0	0	0
1	3	1	-	0	1.0	0	0	0
1	3	1	93	0	1.0	5.0	0	5.0
1	3	1	-	0	7.0	2.0	3.0	0
1	3	3	5	0	7.0	0	0	0
1	3	8	10	0	1.0	0	0	0
1	3	8	8	0	1.0	1.0	0	0
1	3	98	3	0	2.0	0	0	0
1	3	99	-	0	3.0	6.0	8.0	27.0
1	4	1	11	0	1.0	1.0	6.0	6.0
1	4	3	3	0	2.0	0	0	0
1	5	1	-	0	2.0	1.0	2.0	2.0
1	5	1	3	0	10.0	7.0	19.0	40.0
1	5	1	36	0	1.0	0	0	0
1	5	1	39	0	3.0	0	3.0	1.0
1	5	1	51	0	3.0	1.0	0	0
1	5	99	5	0	4.0	4.0	0	0
1	6	2	4	0	1.0	21.0	0	0
1	7	1	-	0	2.0	3.0	2.0	0
1	8	1	5	0	4.0	1.0	0	0
1	8	7	2	0	1.0	0	1.0	0
1	8	7	3	0	2.0	0	0	3.0
1	8	98	1	0	2.0	0	0	0
1	97	1	-	0	1.0	0	0	0
2	1	1	-	0	1.0	1.0	4.0	0
2	1	1	132	0	2.0	0	0	1.0
2	1	1	165	0	1.0	0	0	0
2	1	1	174	0	1.0	0	0	0
2	1	1	204	0	2.0	3.0	0	0
2	1	1	214	0	1.0	4.0	1.0	2.0
2	1	1	-	0	2.0	4.0	0	5.0
2	1	1	223	0	2.0	2.0	5.0	16.0
2	1	1	249	0	1.0	9.0	3.0	7.0
2	1	1	265	0	1.0	4.0	0	0
2	1	1	298	0	7.0	2.0	1.0	0
2	1	1	305	0	1.0	0	0	0
2	1	1	314	0	1.0	4.0	2.0	0
2	1	1	320	0	3.0	3.0	0	0
2	1	1	33	0	6.0	13.0	15.0	17.0
2	1	1	331	0	1.0	0	0	0
-	-	-	-	0	1.0	2.0	6.0	1.0
2	1	3	11	0	3.0	0	15.0	17.0
2	2	1	9	0	10.0	8.0	4.0	11.0
2	3	1	176	0	1.0	3.0	0	0
2	3	1	18	0	1.0	1.0	0	5.0
2	3	1	187	0	1.0	4.0	0	0
2	3	1	19	0	5.0	0	0	4.0
2	3	1	209	0	1.0	1.0	6.0	6.0
2	3	1	22	0	1.0	3.0	0	0
2	3	1	246	0	1.0	0	0	0
2	3	1	263	0	2.0	2.0	1.0	5.0
2	3	1	28	0	2.0	1.0	6.0	5.0
2	3	1	50	0	5.0	14.0	4.0	0
2	3	1	57	0	4.0	2.0	3.0	18.0
2	3	1	59	0	1.0	0	0	0
2	3	1	89	0	1.0	0	0	0
2	3	2	24	0	1.0	1.0	0	0
2	4	1	131	0	1.0	4.0	3.0	0
2	4	1	141	0	1.0	1.0	1.0	0
2	4	1	142	0	3.0	2.0	4.0	3.0
2	4	1	19	0	1.0	0	0	0
2	4	1	198	0	1.0	8.0	0	0
2	4	1	20	0	22.0	5.0	40.0	204.0
2	4	1	211	0	1.0	0	0	0
2	4	1	230	0	4.0	6.0	2.0	2.0
2	4	1	-	0	1.0	3.0	0	0
-	-	-	-	0	4.0	6.0	0	16.0
2	4	1	279	0	1.0	0	1.0	0
2	4	1	280	0	1.0	0	0	12.0
2	4	1	289	0	1.0	1.0	0	1.0
2	4	1	333	0	1.0	0	4.0	1.0
2	4	1	4	0	1.0	0	0	0
2	4	1	46	0	1.0	0	1.0	1.0
2	4	1	8	0	6.0	3.0	43.0	43.0
2	4	2	48	0	2.0	1.0	1.0	4.0
2	4	2	52	0	2.0	5.0	0	0
2	5	1	131	0	1.0	0	0	2.0
2	5	1	140	0	1.0	1.0	5.0	0
2	5	1	42	0	1.0	0	0	5.0
2	5	1	-	0	1.0	1.0	0	0
2	5	1	-	0	1.0	0	0	0
2	5	1	97	0	2.0	1.0	11.0	9.0
2	6	1	-	0	1.0	0	0	0
2	6	1	106	0	1.0	5.0	1.0	0
2	6	1	112	0	3.0	0	2.0	0
2	6	1	87	0	2.0	2.0	0	2.0
2	7	1	1	0	5.0	13.0	5.0	69.0
2	7	1	100	0	1.0	5.0	0	1.0
2	7	1	101	0	1.0	0	2.0	0
2	7	1	150	0	1.0	12.0	0	0
2	7	1	197	0	1.0	0	1.0	0
2	7	1	31	0	2.0	0	0	0
2	7	1	35	0	2.0	0	0	0
2	7	1	36	0	6.0	3.0	1.0	4.0
2	7	1	47	0	1.0	0	0	0
2	7	1	53	0	2.0	1.0	3.0	5.0
2	7	1	58	0	1.0	0	1.0	0
2	7	1	60	0	1.0	0	0	0
2	7	1	73	0	2.0	0	0	6.0
2	7	1	92	0	4.0	3.0	4.0	2.0
2	7	11	2	0	1.0	6.0	0	0
2	7	11	21	0	2.0	7.0	0	5.0
2	7	11	26	0	3.0	32.0	2.0	10.0
-	-	-	-	0	2.0	4.0	0	1.0
2	7	3	2	0	1.0	4.0	1.0	0
2	7	6	2	0	1.0	0	1.0	23.0
2	7	7	15	0	4.0	8.0	0	3.0
2	7	7	23	0	1.0	0	1.0	1.0
2	7	7	39	0	1.0	0	0	9.0
2	7	7	-	0	1.0	0	0	1.0
2	7	7	71	0	2.0	3.0	3.0	6.0
2	7	7	73	0	1.0	4.0	3.0	9.0
2	7	7	99	0	5.0	10.0	10.0	0
2	7	8	1	0	1.0	13.0	1.0	0
2	7	8	29	0	2.0	0	1.0	0
2	7	8	39	0	1.0	2.0	0	5.0
2	7	8	40	0	2.0	12.0	0	0
2	8	2	37	0	1.0	0	1.0	0
